22,50,40,31,35,4.20
41,41,57,78,31,5.10
23,36,76,75,36,6.30
27,96,93,27,36,6.70
15,97,65,22,15,4.30
15,75,21,81,24,6.00
26,68,50,30,22,7.00
45,78,67,58,26,8.40
44,74,40,25,40,6.90
35,46,64,88,16,6.30
31,69,37,39,26,6.10
19,47,27,62,18,8.40
36,70,60,63,19,5.40
33,61,90,87,27,7.60
36,60,37,42,25,6.40
24,54,36,44,17,3.90
35,72,83,57,10,5.50
31,34,64,10,35,7.40
39,95,49,24,19,8.90
22,53,81,31,38,3.80
36,99,66,16,30,5.50
35,32,89,59,40,7.60
42,64,92,93,12,4.50
41,54,35,75,36,9.00
14,98,24,38,23,5.90
37,100,68,1,35,7.10
22,60,80,90,16,3.60
36,84,57,19,35,6.40
38,67,98,68,16,5.70
31,58,20,91,37,3.90
21,69,74,19,37,7.60
32,67,81,100,14,5.10
31,56,49,18,14,5.80
28,40,72,85,21,9.00
29,51,88,30,11,3.90
31,35,55,29,37,8.40
28,58,65,39,25,8.30
45,98,48,29,28,4.60
40,79,37,90,21,8.70
13,32,38,20,22,6.20
42,62,68,95,34,5.90
38,87,62,73,23,7.90
31,43,38,29,16,3.50
24,73,51,98,23,7.00
41,32,57,84,14,7.60
31,100,97,50,15,8.80
26,58,53,19,18,4.30
33,99,25,71,19,6.90
27,35,78,54,28,8.50
34,96,22,17,34,7.40
36,52,82,39,32,4.80
31,72,94,87,23,6.10
21,65,50,41,29,4.80
17,38,47,90,27,4.10
34,97,79,37,16,5.10
34,63,30,53,22,8.80
14,60,23,82,21,4.10
32,44,76,88,24,3.80
18,96,22,59,14,5.40
23,59,65,82,12,7.70
19,56,75,11,32,6.20
45,51,47,2,19,8.60
12,46,81,81,37,5.50
40,76,78,86,39,7.50
24,40,96,91,37,4.90
38,31,85,27,37,7.20
42,41,27,80,32,7.10
20,36,39,79,15,8.40
32,82,63,1,24,4.30
38,79,36,77,25,8.50
26,80,62,22,32,5.50
23,82,43,49,34,5.70
39,85,73,39,28,4.80
31,68,23,100,27,6.70
19,33,20,28,29,5.90
27,72,73,37,39,5.30
43,45,79,70,30,8.30
31,68,83,13,22,5.70
14,40,62,45,16,5.70
37,59,82,74,14,4.60
33,88,57,94,35,5.80
42,45,58,83,34,8.90
23,68,64,71,29,4.30
13,89,43,8,39,6.90
12,31,26,58,33,3.50
43,95,39,79,18,8.10
43,66,54,95,29,7.70
43,63,33,3,18,5.30
40,63,71,93,30,8.40
13,40,60,28,16,7.60
31,79,57,21,21,4.00
25,31,84,36,20,5.90
28,65,33,25,22,5.50
42,50,85,24,18,5.90
45,71,24,42,37,6.50
37,35,80,68,37,4.50
42,44,93,99,16,8.50
38,33,20,24,39,5.00
44,86,26,31,25,6.70
25,85,38,21,29,6.60
38,77,21,75,30,5.00
45,71,43,65,22,8.60
20,52,99,90,32,8.30
16,51,99,85,37,7.40
31,79,56,17,13,9.00
43,65,85,89,14,7.50
29,97,89,29,35,7.40
21,67,57,48,22,4.60
45,74,30,6,32,4.70
32,40,69,53,15,6.30
29,84,81,62,11,8.20
30,69,69,11,17,3.60
29,70,67,76,36,9.00
16,92,88,51,40,8.20
30,58,73,62,12,5.30
19,32,50,43,31,5.70
32,49,43,60,35,4.30
34,76,55,76,31,3.70
29,70,71,58,16,7.80
37,38,28,65,23,4.10
19,54,76,19,33,9.00
27,32,37,91,30,7.40
43,6,88,18,15,8.30
27,77,21,48,36,6.20
29,89,37,21,33,7.30
42,85,79,64,34,6.80
30,71,40,76,11,4.40
40,96,56,72,33,7.30
18,44,94,67,27,7.00
32,55,64,47,34,6.20
41,99,44,27,37,5.90
23,96,25,27,27,5.80
43,67,86,94,16,6.80
36,59,92,51,32,5.60
29,30,27,6,19,3.90
18,91,41,53,29,5.20
26,34,78,25,33,7.00
15,100,23,14,27,8.70
13,49,69,100,12,7.10
37,62,47,22,37,6.70
38,92,23,1,37,5.00
22,88,41,42,19,5.30
26,97,22,98,36,6.30
43,97,27,99,12,7.90
34,61,41,26,40,6.30
16,53,23,34,20,6.00
35,99,36,20,14,4.80
21,44,30,20,15,5.00
38,71,86,90,24,5.00
25,30,76,41,37,6.40
45,82,33,11,20,6.50
25,30,66,79,22,6.30
15,51,34,36,32,3.60
31,47,83,63,16,4.50
27,98,99,20,37,8.30
28,45,21,23,12,3.50
45,50,60,45,30,8.60
44,79,99,93,24,7.50
32,57,40,42,12,7.50
34,76,52,55,40,8.00
45,63,21,60,31,4.30
43,36,30,86,33,9.00
21,51,55,54,26,8.50
21,92,60,75,40,4.00
15,31,40,81,35,3.90
15,80,48,56,11,6.00
25,77,21,78,15,5.10
40,85,41,52,28,5.10
21,56,25,68,40,6.90
12,79,42,28,30,4.30
24,45,22,34,39,6.80
43,48,65,54,29,3.50
16,34,27,64,34,7.30
35,38,82,23,16,7.10
17,95,78,49,28,4.40
27,97,74,18,37,7.60
29,68,56,19,11,3.70
15,56,67,47,32,7.20
24,60,64,52,26,6.90
15,75,100,83,11,5.30
36,73,61,15,23,5.80
24,44,23,16,37,7.20
34,68,79,65,11,7.70
34,43,72,93,12,5.80
36,93,39,83,24,3.80
12,73,62,97,16,8.30
39,51,70,0,27,7.80
39,63,80,46,13,7.40
17,35,92,54,28,7.50
27,63,62,12,37,6.20
20,62,25,94,23,7.80
18,54,97,43,33,3.90
29,49,37,55,11,7.40
32,32,59,29,13,4.70
15,44,48,60,31,8.90
19,60,35,32,21,5.10
15,75,43,37,31,8.80
12,59,54,11,28,7.00
41,36,30,69,27,6.50
43,55,81,27,35,3.50
27,98,86,83,24,8.00
27,64,52,36,27,6.60
42,54,29,62,27,3.90
33,35,84,63,35,7.80
44,86,56,11,22,4.80
14,91,35,40,28,3.80
20,93,25,52,13,8.30
41,30,47,70,21,4.00
41,51,33,60,20,3.70
43,77,55,86,19,6.80
18,67,38,64,18,7.30
44,30,29,8,26,9.00
35,60,31,39,10,8.60
21,55,90,35,22,3.80
42,85,78,59,27,5.30
25,42,28,91,20,9.00
36,54,68,90,23,5.80
28,38,83,60,25,4.00
34,49,61,18,21,3.50
35,51,77,27,23,3.70
17,72,78,52,15,4.20
39,70,45,5,36,4.90
21,44,78,77,19,3.90
39,33,52,25,32,4.70
31,100,77,77,39,7.30
14,97,51,67,10,7.60
25,100,58,90,26,3.80
23,57,63,8,28,7.10
20,38,78,93,26,4.20
12,100,96,73,10,6.10
26,46,60,46,23,4.60
45,63,78,2,12,8.50
14,72,78,62,34,5.20
35,30,96,21,20,3.80
28,82,57,64,24,8.70
12,30,74,33,20,5.80
19,92,76,16,37,8.80
27,62,69,42,23,7.20
35,37,67,29,28,6.20
43,100,98,37,31,7.40
29,38,33,82,27,3.80
39,32,23,84,40,7.40
45,82,64,88,12,4.00
13,80,37,89,36,8.50
27,77,78,76,27,4.70
32,90,77,67,25,8.50
44,89,65,20,24,4.20
42,62,30,57,23,3.60
42,94,20,43,24,3.90
26,88,64,1,10,5.00
32,60,100,42,12,6.30
34,58,41,41,36,5.30
13,43,53,0,14,3.70
32,85,27,82,25,7.50
21,79,95,91,17,6.20
25,72,52,95,10,7.60
15,48,83,68,15,4.60
34,30,45,4,38,5.10
27,85,29,21,37,4.30
26,90,87,8,26,8.50
14,84,44,5,17,7.10
15,90,29,38,32,7.80
31,92,80,66,15,6.20
34,40,53,74,17,5.80
12,58,96,31,19,6.70
43,72,65,6,17,9.00
39,95,59,8,40,7.10
36,90,44,62,23,3.60
14,33,100,91,18,7.30
20,53,85,83,14,6.50
31,40,78,19,10,8.50
35,34,73,37,16,7.30
37,57,22,81,13,4.60
28,67,39,86,12,9.00
35,45,27,28,20,4.70
34,94,53,47,18,5.70
14,31,95,51,14,4.50
28,86,63,38,22,8.60
20,45,41,13,29,7.10
27,50,90,15,39,7.60
37,90,25,9,34,8.50
26,58,93,21,37,4.40
38,59,88,45,13,6.20
43,74,42,82,18,7.70
30,95,78,74,10,7.40
43,64,96,68,23,8.10
42,76,79,40,38,6.20
45,97,67,11,31,7.40
26,60,74,0,24,8.40
15,83,98,29,14,4.20
15,70,71,53,18,5.10
43,47,33,74,37,5.80
37,85,56,89,26,7.30
37,96,49,14,38,5.70
28,66,37,78,11,5.60
31,70,81,91,38,8.10
26,38,87,0,10,8.20
38,99,87,93,13,3.90
36,89,58,51,22,8.70
20,58,37,43,23,7.70
24,34,83,90,11,8.10
14,74,46,35,35,8.20
21,42,73,31,21,6.30
21,99,31,35,21,8.40
18,97,66,57,29,5.00
26,44,21,37,35,6.40
18,44,79,81,25,3.70
39,35,93,99,38,5.50
24,95,67,64,16,6.00
16,68,88,74,31,5.20
45,59,32,71,30,7.50
20,30,59,33,24,6.40
30,47,88,1,16,8.20
19,93,84,25,31,5.70
43,46,21,48,30,3.80
26,96,82,55,23,4.20
32,54,70,52,26,8.70
33,35,20,48,40,3.80
24,88,20,25,17,6.40
12,58,51,78,18,5.40
13,34,54,50,14,3.60
30,92,97,5,35,3.50
18,99,20,53,14,5.30
32,65,40,99,25,4.20
37,50,93,92,19,3.60
19,84,47,98,38,5.70
38,56,20,30,13,4.40
15,35,44,21,36,6.80
24,80,99,73,27,4.00
34,61,69,94,30,8.50
34,50,69,27,27,7.00
33,91,100,60,39,8.70
21,88,68,82,40,5.90
28,45,80,46,32,7.70
34,79,50,37,36,4.80
21,95,94,74,28,6.70
16,42,41,32,23,5.50
35,67,30,20,27,7.80
24,63,68,32,24,7.00
24,96,43,77,18,5.00
16,39,59,90,38,4.40
27,37,74,26,26,8.90
37,32,94,99,12,4.00
12,35,93,14,38,6.60
13,76,36,39,23,7.90
22,46,93,30,16,5.70
15,38,91,72,34,8.70
23,84,33,10,29,4.40
41,46,45,82,28,8.90
12,46,77,85,31,4.10
35,93,22,44,20,7.50
22,43,71,94,23,8.60
34,37,100,9,34,4.20
41,42,84,84,11,6.80
22,44,86,50,39,5.60
13,35,52,16,27,8.20
24,91,33,34,25,5.80
30,55,34,6,23,8.10
39,52,71,49,18,3.50
39,42,46,37,11,3.50
24,38,49,18,31,7.50
12,37,88,82,30,7.80
25,43,69,4,19,5.80
24,94,97,69,12,5.10
25,33,68,77,21,6.80
32,78,67,99,18,7.20
21,42,60,48,35,3.90
19,78,29,54,17,7.50
21,81,29,6,27,3.80
15,68,30,78,36,4.60
38,76,52,75,18,7.70
40,36,70,38,13,5.20
44,43,45,62,10,8.50
38,78,48,22,31,7.40
20,64,84,100,32,4.70
44,100,54,100,30,9.00
21,76,69,7,10,8.90
20,91,73,87,21,8.90
28,70,90,47,29,4.90
15,89,89,44,28,4.20
25,54,51,39,12,8.40
17,44,35,87,34,3.70
41,59,69,90,28,6.00
14,55,43,37,38,8.20
19,86,56,91,40,8.80
23,31,35,26,36,3.80
40,58,27,16,27,7.20
21,70,22,1,38,7.30
25,64,79,94,38,7.20
39,54,95,0,14,6.70
26,98,32,76,15,3.80
30,44,63,60,14,5.40
18,44,55,83,16,8.80
20,33,67,82,11,5.00
39,70,87,95,25,8.90
27,99,41,44,30,5.60
33,66,26,98,13,4.40
19,78,86,77,12,7.80
30,45,21,53,10,7.10
31,50,80,69,28,8.50
33,58,52,77,25,7.20
33,78,85,19,17,6.00
42,53,54,40,16,7.10
34,58,47,71,12,5.80
45,38,96,27,28,5.70
13,66,42,83,18,4.00
17,75,47,60,11,4.20
25,59,95,17,23,3.70
45,67,95,40,26,8.80
22,37,40,27,19,5.00
30,79,20,26,37,7.70
15,44,89,49,30,7.30
35,62,37,15,30,4.90
41,59,67,99,32,5.80
43,98,73,31,21,8.80
32,74,49,55,18,8.80
31,57,71,90,34,3.50
40,100,85,0,26,3.50
35,98,25,57,35,4.90
31,54,90,83,14,3.60
43,68,74,91,35,3.60
16,82,86,1,14,8.10
23,79,59,81,37,8.40
39,46,48,62,17,3.50
45,38,22,67,12,8.20
45,90,21,97,17,4.20
34,41,81,69,30,5.90
27,38,47,91,35,6.00
41,67,29,73,11,4.20
20,65,24,3,13,9.00
19,57,26,54,35,6.00
14,93,75,45,13,5.10
34,73,30,20,14,5.50
33,94,30,27,12,6.30
24,34,71,22,22,9.00
19,31,74,99,18,4.60
38,40,77,88,32,6.40
28,35,70,17,27,3.50
19,56,35,43,32,3.60
35,100,77,16,31,4.00
23,46,59,90,31,5.00
39,66,41,85,29,6.10
20,46,22,76,12,4.40
25,97,40,86,24,3.50
22,69,25,7,11,5.50
33,82,65,10,26,8.80
14,48,46,25,14,4.50
38,92,92,7,12,8.00
33,48,25,30,15,8.00
29,45,57,40,39,8.30
13,41,60,34,35,4.90
18,80,77,96,32,8.60
23,59,51,87,26,8.40
18,32,83,23,33,7.50
14,54,85,60,17,4.30
17,32,87,32,17,5.00
19,59,36,92,20,9.00
31,77,63,58,14,8.30
16,44,29,17,35,5.50
25,48,86,11,22,4.90
37,39,86,83,30,5.60
27,46,82,25,23,8.20
25,48,90,42224,3.80
26,50,47,71,32,6.80
19,50,84,85,23,4.90
28,41,79,81,19,5.60
16,38,65,20,15,3.90
28,37,75,85,23,9.00
26,44,63,32,33,5.10
20,31,85,23,22,8.10
32,95,47,55,33,5.80
35,92,33,23,25,4.10
25,33,28,2,18,5.90
16,93,43,9,19,8.10
27,70,39,30,37,5.30
19,47,67,74,36,7.20
41,75,76,3,21,7.80
22,100,95,16,32,8.00
39,52,76,96,16,6.30
27,72,79,62,31,7.30
15,80,33,62,35,4.50
16,52,64,12,10,4.30
45,93,75,68,11,5.50
44,96,82,18,19,5.60
15,62,65,51,35,5.60
24,88,62,54,22,4.20
32,47,68,36,24,5.00
45,69,55,35,29,5.90
25,70,80,30,25,5.70
33,58,95,28,11,5.60
24,67,79,6,32,6.90
23,85,23,36,40,8.00
14,34,38,31,13,6.10
15,69,45,18,33,4.10
40,45,90,39,30,7.00
35,55,96,3,23,7.30
24,51,56,86,37,6.10
