12,92,90,58,26,7.00
17,69,58,19,25,6.30
15,55,73,80,20,5.30
19,40,94,51,14,5.80
41,37,41,40,21,9.00
44,45,21,85,23,8.80
37,98,95,18,12,7.30
22,70,83,88,20,8.40
33,67,59,83,38,3.90
13,40,91,48,32,5.10
32,86,40,91,21,8.60
45,38,55,30,11,5.10
44,76,29,33,24,5.70
37,91,86,88,10,5.60
31,97,50,29,26,4.40
39,30,46,37,39,4.50
21,81,21,23,25,7.80
28,95,25,19,35,8.90
33,81,43,42,27,8.20
30,87,51,82,28,4.80
24,89,76,24,37,6.10
14,33,41,86,11,3.90
23,32,61,9,37,7.00
29,99,80,78,37,4.20
29,31,87,32,40,8.50
24,98,75,7,22,5.70
29,76,89,9,14,3.80
19,67,77,51,38,6.50
28,79,50,40,37,7.40
19,82,76,83,28,4.60
41,53,97,31,24,5.70
25,40,51,5,16,7.90
42,46,94,78,26,4.90
27,82,86,57,19,6.80
32,32,81,82,35,3.60
38,70,37,29,11,8.00
32,70,53,92,33,4.70
44,97,46,99,37,5.90
38,86,36,24,39,7.10
15,79,32,71,28,8.40
25,89,22,64,11,7.40
22,42,83,47,17,8.30
18,78,55,73,21,8.90
17,38,33,18,24,6.40
20,80,41,23,20,6.70
16,87,87,83,13,8.30
26,95,90,44,38,8.40
18,49,97,32,39,6.00
40,98,77,30,36,5.70
32,78,71,99,19,5.20
12,100,64,38,12,5.90
16,83,59,93,17,3.60
36,79,58,80,16,5.10
26,51,51,85,33,6.60
14,96,34,10,28,7.50
24,31,40,94,12,7.90
24,75,59,78,21,5.90
31,51,74,55,30,6.00
39,65,95,35,25,3.50
33,100,21,34,14,7.40
39,80,71,90,37,7.80
27,51,34,78,23,6.10
45,50,26,42,12,7.00
44,58,75,62,15,4.20
12,96,39,63,32,8.10
33,98,40,65,33,6.80
21,62,21,99,30,4.20
24,56,20,28,33,8.50
32,34,66,88,36,4.60
36,50,20,87,21,3.70
45,66,93,11,12,7.90
27,43,73,29,33,9.00
16,66,46,10,23,3.60
22,62,26,14,16,5.10
21,70,43,11,13,5.90
35,46,45,23,37,7.20
15,74,65,57,23,7.50
35,67,70,63,38,5.20
23,41,53,75,15,8.40
13,80,48,20,26,6.00
40,73,83,25,39,8.10
30,99,46,51,38,6.70
42,90,61,80,35,6.20
27,61,98,69,33,7.70
44,82,93,57,31,5.70
13,48,51,21,38,6.90
23,99,86,86,20,4.00
35,98,37,71,40,4.10
21,82,71,42,36,4.50
37,49,79,7,26,3.70
15,97,83,83,22,6.60
28,98,94,80,10,5.30
35,80,99,97,27,7.60
35,46,41,95,29,5.40
44,71,21,11,10,3.90
14,47,67,72,11,6.30
25,72,62,37,38,6.60
44,95,59,48,30,5.20
29,73,35,10,22,5.90
15,31,73,98,18,8.70
42,88,85,20,20,7.30
15,55,55,87,25,7.10
39,30,54,9,38,5.50
26,37,91,51,35,4.80
33,52,66,62,33,4.30
28,91,25,20,32,7.20
40,52,34,67,35,5.80
21,83,48,79,31,4.00
15,95,53,94,13,4.20
35,90,85,87,40,6.60
26,94,99,74,36,6.70
29,93,78,35,25,4.20
24,30,90,11,19,6.50
28,57,95,45,39,5.60
18,68,100,76,23,4.60
34,34,40,21,18,4.10
31,79,96,71,12,6.00
29,65,37,24,21,9.00
40,34,63,9,29,7.20
14,43,39,52,38,8.40
17,83,67,11,31,4.20
34,38,85,51,15,8.00
33,68,63,5,19,8.40
34,98,29,13,37,8.30
21,98,44,31,20,6.60
17,69,35,92,11,6.90
33,97,67,63,36,4.20
12,52,38,93,12,7.80
33,63,96,3,39,5.40
23,49,34,94,29,4.20
41,57,51,84,12,5.70
36,81,26,47,27,8.00
31,71,42,19,16,6.80
27,47,36,3,18,7.10
22,56,88,5,20,5.70
43,88,56,24,25,4.00
38,33,65,33,29,4.60
18,89,92,81,31,5.90
43,91,28,38,13,8.70
40,90,100,56,16,4.70
45,73,50,54,12,8.60
33,75,55,83,17,3.60
20,31,100,10,33,7.70
17,66,51,56,24,4.20
33,100,20,16,35,6.60
33,41,88,34,33,4.90
36,38,29,99,39,6.70
36,75,80,75,12,8.90
45,41,22,3,21,6.50
31,37,40,81,22,5.00
27,53,82,68,34,5.50
16,80,99,2,12,4.00
22,39,83,55,30,4.50
12,31,27,9,33,7.20
15,91,89,86,31,6.90
20,65,75,34,40,8.60
21,45,99,95,18,6.10
20,94,42,46,33,4.20
42,31,94,23,16,5.30
20,95,25,26,38,8.40
39,44,64,93,20,5.40
25,61,89,43,10,4.60
19,98,69,54,27,7.00
42,35,76,100,22,6.50
44,37,24,4,17,7.20
33,74,51,24,40,8.40
38,31,35,40,32,3.50
22,98,88,46,19,7.20
19,50,93,32,13,7.40
21,34,25,89,29,8.10
12,74,58,66,18,8.60
17,45,93,1,21,5.90
13,34,54,24,23,8.00
25,73,63,17,13,5.90
23,36,25,83,21,8.50
21,85,37,53,40,7.00
42,67,50,6,24,4.50
28,86,100,72,16,3.50
22,77,53,27,22,4.40
39,93,29,92,36,6.20
21,73,73,14,40,5.50
24,77,69,16,34,7.30
32,67,76,35,39,6.40
41,59,21,42,16,6.50
21,57,28,47,38,7.50
18,66,78,27,34,6.80
20,32,36,12,17,8.70
37,55,33,81,14,3.90
19,58,97,9,37,6.20
19,96,63,18,14,4.20
18,77,76,94,11,5.60
13,52,37,46,26,3.50
23,65,50,51,29,4.10
13,57,88,79,14,8.90
45,48,33,94,20,4.40
37,94,65,61,16,8.30
36,53,23,65,32,5.30
32,38,49,3,31,5.60
44,36,43,3,23,6.80
28,38,29,42,38,4.60
37,89,35,12,40,4.10
32,52,25,65,10,5.50
23,33,40,3,28,8.80
12,78,70,5,37,8.80
30,99,28,36,30,8.80
40,88,74,68,14,3.90
28,76,48,54,39,5.40
13,31,46,71,36,8.40
29,78,99,59,33,6.10
18,77,27,74,25,6.60
38,70,77,98,12,6.50
42,69,35,35,13,7.90
18,63,28,6,22,9.00
45,88,66,1,30,5.90
32,62,92,51,40,7.90
16,54,29,21,39,3.90
17,45,85,7,39,4.00
23,99,38,27,20,4.50
45,97,31,25,19,8.40
41,51,76,20,28,4.50
17,39,29,43,36,5.30
32,76,88,49,17,4.10
30,85,96,19,10,7.10
31,37,62,38,22,5.80
23,98,59,88,14,7.60
18,48,89,47,27,7.40
40,87,23,25,15,4.10
39,91,87,60,12,6.30
21,61,70,80,21,4.20
28,89,66,31,12,5.70
31,84,27,98,25,3.80
29,66,47,36,37,4.80
14,70,44,63,16,8.20
44,74,77,79,30,7.20
28,76,76,64,24,4.40
13,37,35,60,26,7.40
31,75,70,45,23,5.80
22,76,77,16,27,8.20
14,82,78,15,36,9.00
29,47,52,37,13,8.10
31,53,100,72,10,6.00
18,70,94,22,30,6.40
20,41,29,92,39,6.20
16,52,87,47,17,6.30
22,32,77,91,37,7.40
37,86,84,74,19,6.50
29,64,53,68,40,6.20
40,75,60,95,29,6.50
40,34,57,33,25,7.90
30,45,66,71,15,6.30
32,89,72,45,25,6.00
45,39,59,49,19,4.80
